stratum_type,stratum_value,k,cluster_id,n_rows,wind_dir_deg_mean,wind_speed_mean,qnh_hpa_mean,relh_mean,dewpoint_depression_mean,precip_pre_cp_sum_mean,cloud_cover_score_mean,temp_slope_pre_cp_mean,tmax_anomaly_mean,remaining_warming_mean,dominant_current_regime
month,6,2,1,965,30.886030289313275,9.370855813504436,1016.3546245191984,87.13723611987761,2.1097833905811254,0.0,2.250022083825441,0.06771736624870828,0.30826467340525,2.043523316062176,southerly_disrupted
month,6,3,0,387,244.7254829946807,17.985452800859775,1008.7785853682053,74.038166267302,4.585789694801323,0.0,1.7122985767029613,-0.06672811696871504,-0.8014995552166724,0.8113695090439277,southerly_disrupted
month,6,3,1,706,24.532744811848218,8.668162499197294,1013.9130504035721,89.58511116201097,1.6752615248574803,0.0,2.25621468861965,0.04114421962081807,0.23375748850601472,2.1841359773371103,southerly_disrupted
month,6,3,2,465,65.09308465147673,12.839241641054034,1021.4943473562698,78.33052123818169,3.702539795317185,0.0,2.048570853903172,0.0894749092737048,0.17789529349550573,1.5053763440860215,southerly_disrupted
month,6,4,0,289,339.1233623247091,16.053581664394816,1010.6612894691688,69.20632542971136,5.536365696011025,0.0,1.6948521492868125,0.026896746071706168,0.05995802371093155,1.3183391003460208,southerly_disrupted
month,6,4,1,653,20.03242740473741,8.081418010120792,1016.0430566848867,87.32573934218799,2.0637592754756215,0.0,2.163628536281071,0.12651619719699808,0.5204729746692448,2.539050535987749,southerly_disrupted
month,6,4,2,304,196.31350689088947,17.828844706205388,1008.3490246334297,88.15608525537448,1.94298342481392,0.0,2.3344452528273516,-0.078591119567698,-0.43825496117342466,0.5263157894736842,southerly_disrupted
month,6,4,3,312,145.70561913761333,11.90295022163696,1022.8187996240367,78.52488924458633,3.656425638089056,0.0,1.909613795575483,-0.06944444050674702,-0.9179277007145853,1.1442307692307692,southerly_disrupted
month,6,5,0,212,325.64491110462257,16.05095828568706,1009.51267455859,67.58088321276308,5.875887837267555,0.0,1.5540595031562672,-0.021800390960753712,-0.2704918032786878,1.2311320754716981,southerly_disrupted
month,6,5,1,251,188.83138779003488,18.536772105730023,1008.472263988273,88.6422604197264,1.8520493210659785,0.0,2.2200468009610694,-0.07962744048490461,-1.0294559467049802,0.5298804780876494,southerly_disrupted
month,6,5,2,421,28.201675613918077,5.220709080560221,1016.3303884034559,89.85600822118738,1.6108009047761627,0.0,2.0177070902394103,0.04771987783352255,0.008605583894708849,3.0593824228028503,southerly_disrupted
month,6,5,3,372,7.576086577087684,13.940391356306916,1014.5940974224952,81.81528295306062,3.0733505547341307,0.0,2.377631857461517,0.17351094924441315,1.5010135730653993,1.510752688172043,southerly_disrupted
month,6,5,4,302,152.6101246171122,11.957163108908055,1022.4088563462983,77.75672806445225,3.798443923509405,0.0,1.9453856580717244,-0.05032483656876251,-1.0221474324177608,1.033112582781457,southerly_disrupted
month,6,6,0,204,320.7676702373788,16.222397380669438,1009.5202377859663,67.50900076720497,5.888087810881928,0.0,1.5404289266518372,-0.027036581746561716,-0.3979427836708447,1.2205882352941178,southerly_disrupted
month,6,6,1,224,184.65621855325188,19.38036584201065,1011.9849330467463,89.23362315961572,1.7436482333164522,0.0,2.181453996724134,-0.04874861356675529,-1.565134660421543,0.6339285714285714,southerly_disrupted
month,6,6,2,283,21.75212123222772,7.0112637972835,1013.5479236443306,87.85453117079419,1.9647357009203215,0.0,1.8428925601699893,0.29556652583590576,0.39558593523721325,2.5159010600706715,southerly_disrupted
month,6,6,3,328,4.553034246216913,14.771390392653629,1012.9472198842094,81.58433007370029,3.1260501357239967,0.0,2.4382467402052037,0.061577738568225016,1.634996001599361,1.2865853658536586,southerly_disrupted
month,6,6,4,239,33.3282901900239,5.224453742445375,1019.5962212876685,90.05615617915966,1.5806289886310805,0.0,2.3099044488722846,-0.13340890786322604,-0.11358803758831125,3.0376569037656904,southerly_disrupted
month,6,6,5,280,149.8555759263589,11.86400414043976,1020.7992740398408,76.49096266067416,4.029407712201554,0.0,1.8996024339836537,-0.038189547748924135,-0.8990632318501164,1.0892857142857142,southerly_disrupted
month,7,2,0,806,23.61937601147955,8.708415924383003,1015.2847683738263,87.29071347975142,2.0538666173890863,0.0,2.054678564906615,0.06869174591055302,0.5110550183965092,2.4813895781637716,southerly_disrupted
month,7,2,1,729,191.51749045873643,17.22344079903547,1013.2326161384958,75.70514794009907,4.196474609236907,0.0,1.9288595987803838,-0.017948201942900678,-0.6746322312094981,1.0438957475994513,southerly_disrupted
month,7,3,0,383,194.49739593109356,19.978582480668425,1012.0221244582804,81.99215430722346,2.997396410493881,0.0,2.0392864156912247,-0.07003914282859383,-1.3068155217430435,0.7441253263707572,southerly_disrupted
month,7,3,1,734,22.289720925625183,8.318649395123463,1015.7220819126698,87.39474374806981,2.0326589533661874,0.0,2.065831972239196,0.07446044450867677,0.5414638729681482,2.555858310626703,southerly_disrupted
month,7,3,2,418,23.810177286779105,13.916712515389785,1013.9273174230774,71.75749019679914,4.963330111864523,0.0,1.8297660430438327,0.03457496033854984,0.055452895561788805,1.4354066985645932,southerly_disrupted
month,7,4,0,290,189.09041287326775,19.706013597744676,1011.9555552680246,83.00293093663954,2.803407050969504,0.0,1.9401963706702414,-0.08922801953692519,-1.896551724137931,0.7551724137931034,southerly_disrupted
month,7,4,1,320,352.8985682417379,15.46438892958231,1006.2796166797325,74.77132583671636,4.418460151738741,0.0,1.8218137131669931,0.018358654417045213,1.1264008620689654,1.303125,southerly_disrupted
month,7,4,2,719,23.019311837419043,8.257356399525337,1016.1437612638347,87.39328956865633,2.0309312196817206,0.0,2.0512857918665883,0.07708303112190089,0.5322814253513023,2.6258692628650904,southerly_disrupted
month,7,4,3,206,154.28793569838226,14.439242356691972,1023.6997464093637,71.41707996977311,4.987920599323294,0.0,2.1441638386686708,0.0333008003064963,-1.3255105456980254,1.1504854368932038,southerly_disrupted
month,7,5,0,295,188.6306089906644,20.99197717995391,1016.7891692642861,79.8639549941093,3.372998659858737,0.0,1.8371730414612295,-0.05876484684151362,-2.2195207481005257,0.752542372881356,southerly_disrupted
